Assay	Library Name	Assay Date	Region	Country	Density lb/ft3	Sulfur %	KinematicViscosity @ 100 F cSt	TAN(mg KOH/g) mg KOH/g	Pour Point F	Blank
Temsah Condensate-1994	Aspen Assay Library	05/10/1994 (ca.)	Middle East	Egypt	49.6215321016484	0.0456693456230166	1.19647153763228	0.207252764278949	57.4952650153703	
Zueitina Condensate-1994	Aspen Assay Library	12/13/1994 (ca.)	North Africa	Libya	42.1787247863962	0.00275292463066578	0.760635271842496	0.0258633435074024	-175.706980820382	
Taching (Daqing)-1985	Aspen Assay Library	06/30/1985 (ca.)	Asia	China	53.7365808318295	0.0977392228659675	18.9773371609861	0.0822535039149215	94.6916754543379	
Malongo-1989	Aspen Assay Library	1989	West Africa	Angola	53.9962809266658	0.147721642668846	11.722424071589	0.16096505907456	76.3620820759362	
Malossa-1984	Aspen Assay Library	06/1984 (ca.)	Europe	Italy	47.8020735607603	0.0312359802034069	1.15244029701505	0.017849425444993	53.1355017395175	
Mandji-1991	Aspen Assay Library	1991	West Africa	Gabon	54.158571575711	1.19271733975571	10.078500549476	0.373805997685264	81.9166838685748	
Masseria Pepe-1988	Aspen Assay Library	06/1988 (ca.)	Europe	Italy	50.7628606413334	1.75579723495703	1.74021575845948	0.0260657239887622	27.1492761880683	
Maureen-1984	Aspen Assay Library	1984	North Sea	United Kingdom	52.5719127416464	0.283772039680007	4.18142838535032	0.0683326534650743	69.5146935737408	
Medanito-1994	Aspen Assay Library	1994	Latin America	Argentina	52.9834653624597	0.526257768842416	4.95967408500246	0.0899513249045081	68.1064405401184	
Menemota-1990	Aspen Assay Library	1990	Latin America	Venezuela	58.9735745141553	2.70073309282204	109.042124598479	1.56604663008363	36.6121804139019	
Minerbio Condensate-1994	Aspen Assay Library	10/1994 (ca.)	Europe	Italy	51.0521992792177	1.82341195150915	0.800254858614066	0.0589189487495276	-124.217058725892	
Monte Enoc-1997	Aspen Assay Library	05/1997 (ca.)	Europe	Italy	53.5809182356928	2.63591885628863	4.6432361770416	0.123400304434965	79.0904918415023	
Moudi-1995	Aspen Assay Library	1995	West Africa	Cameroon	52.4908256754537	0.255788553797744	4.76703432600308	0.596519235961934	72.2099574661048	
Murban-1990	Aspen Assay Library	3/28/1990 (ca.)	Middle East	United Arab Emirates	51.3743826469295	0.904192276683344	2.63739511550969	0.0296131003724457	29.4336936155938	
Ninian-1986	Aspen Assay Library	06/1986 (ca.)	North Sea	United Kingdom	52.4354404933779	0.344309543413626	3.5496826675007	0.0314993350025118	61.7022285659118	
Oman-1988	Aspen Assay Library	10/1988 (ca.)	Middle East	Oman	53.0317475345102	1.04156106880014	6.34457612379418	0.263355092561594	39.1912035499621	
Ouamkasa-1997	Aspen Assay Library	01/1997 (ca.)	North Africa	Libya	51.5558279434656	0.0839817675899811	11.1627499739001	0.0500536902294983	95.1893767881651	
Pilon-1995	Aspen Assay Library	3/13/1995 (ca.)	Latin America	Venezuela	60.8248093235719	2.93701533343372	11512.4526688037	1.07390917594603	97.7248885129502	
Pisticci-2001	Aspen Assay Library	02/2001 (ca.)	Europe	Italy	62.7544424244514	6.47264124767601	3749.58345604037	0.882493689512057	180.581263519102	
Qatar Land-1990	Aspen Assay Library	03/1990 (ca.)	Middle East	Qatar	51.1700602380757	1.27920654247177	2.45758878882988	0.0300816329306337	35.436495177804	
Qatar Marine-1989	Aspen Assay Library	11/7/1999 (ca.)	Middle East	Qatar	52.556751023644	1.6346248796902	3.57249325371428	0.0448190066106504	43.4511893637437	
Ravenna Mare-1994	Aspen Assay Library	10/1994 (ca.)	Europe	Italy	55.1004807513416	1.24952815646326	3.18050079263438	0.0367285940008665	-56.1451383045141	
Rimal Katib-1991	Aspen Assay Library	07/1991 (ca.)	North Africa	Libya	52.1244169057995	0.0290047010564984	10.3827928592326	0.0440901338411583	117.036691416932	
Rubicone-1994	Aspen Assay Library	10/1994 (ca.)	Europe	Italy	55.3590294810869	0.81420953690677		0.05	-13.1974482366759	
San Benedetto-1993	Aspen Assay Library	03/1993 (ca.)	Europe	Italy	55.355723054767	0.35379713234617	2.89899113962532	0.0499999999999998	-34.8950326559251	
Sarago-1990	Aspen Assay Library	03/1990 (ca.)	Europe	Italy	61.6429805363531	7.71000110872419	728.825858168529	0.176787042021627	149.644342965606	
Sendji-1989	Aspen Assay Library	04/1989 (ca.)	West Africa	Congo	55.8884736384228	0.171334925106791	55.7371642715621	0.09356389676885	84.5923930091547	
Shengli-1985	Aspen Assay Library	10/1985 (ca.)	Asia	China	55.9264712949647	0.764537278550221	40.7051798283733	0.390926033612889	98.3072571442204	
Shukeir-1991	Aspen Assay Library	10/1991 (ca.)	Middle East	Egypt	50.7492215073269	0.291866807292456	1.87029072042178	0.0313692421051554	57.6577040325883	
Spilamberto Condensate-1992	Aspen Assay Library	11/1992 (ca.)	Europe	Italy	46.4726019162324	0.290461051161449	0.734171727955098	0.027535876271408	-128.46654234967	
Strangolagalli-2001	Aspen Assay Library	04/2001 (ca.)	Europe	Italy	57.8894009770958	3.73793909310743	13.0982905286269	0.310116832041855	30.1405408104463	
Structure-1995	Aspen Assay Library	1/2/1995 (ca.)	North Africa	Libya	50.2348161374207	0.0140882124922714	4.77203253028043	0.0208387452840163	121.767374290974	
Sumatran Light (Duri)-1986	Aspen Assay Library	12/1986 (ca.)	Asia	Indonesia	53.311880704282	0.0844714685742246	14.939947934139	0.17	99.8489310827688	
Tadrart Lower-1997	Aspen Assay Library	1997	North Africa	Libya	52.9246306219939	0.0972598025406861	5.47881273721462	0.0579188650026083	78.6112767313006	
Tadrart Upper-1997	Aspen Assay Library	1997	North Africa	Libya	52.7326291618162	0.0872372930665392	5.14762333720953	0.0530304460501813	75.2845942265737	
Takula-1989	Aspen Assay Library	11/1989 (ca.)	West Africa	Angola	53.6491970433253	0.109300412802216	10.3091905880051	0.0499091397546822	78.7589300688767	
Tazerka-1992	Aspen Assay Library	04/14/1992 (ca.)	North Africa	Tunisia	53.7067213722413	0.955952085044485	5.35616028552705	0.217322120179552	70.8405281528	
Tchibouela-1989	Aspen Assay Library	04/1989 (ca.)	West Africa	Congo	55.6239804958708	2.05157025993565	40.882228399933	0.287928942806165	49.9223172676663	
Tia Juana Pesado B-1983	Aspen Assay Library	02/1983 (ca.)	Latin America	Venezuela	61.6288448565938	2.74644672053055	2930.43272856271	3.67618887224645	68.1181161355191	
Tuama-1995	Aspen Assay Library	01/02/1995 (ca.)	North Africa	Libya	50.5863777448163	0.0125279372758994	4.99111742915939	0.0745806749615423	101.43343185753	
Umm Shaif-1990	Aspen Assay Library	05/21/1990 (ca.)	Middle East	United Arab Emirates	52.0626117525476	1.38971828853902	2.99021614132289	0.0666223742570375	45.5261402337924	
Ural Heavy-1993	Aspen Assay Library	03/1993 (ca.)	Asia	Russia	55.2374488972206	3.01257516839211	13.1295145103299	0.0716397581792316	71.7109433874832	
Yanga-1989	Aspen Assay Library	04/1989 (ca.)	West Africa	Congo	54.8434432821512	0.172702057746117	14.507988804068	0.443542160270088	65.4055126870676	
Yombo-1992	Aspen Assay Library	05/25/1992 (ca.)	West Africa	Congo	59.2870300317195	0.309322332995975	1124.88721280377	0.953563831611239	85.9541985055997	
Zakum Lower-1991	Aspen Assay Library	03/04/1991 (ca.)	Middle East	United Arab Emirates	51.1817277449085	1.06928782321097	2.43186912393499	0.0516881901495091	54.1975092813546	
Zakum Upper-1990	Aspen Assay Library	07/1990 (ca.)	Middle East	United Arab Emirates	53.17684086695	1.92293832001085	5.13615948212134	0.0966879470070689	56.5182052233304	
Zeit Bay-1993	Aspen Assay Library	05/17/1993 (ca.)	Middle East	Egypt	52.4189609349716	1.17714578386642	3.48892065155929	0.149476901152786	81.3942984071982	
Gina Krog-2018	Aspen Assay Library	2/9/2018	North Sea	Norway	53.2517177460619	0.380334632475657	5.27344388858107	0.0110028064440725	62.1296548421169	
Asgard Blend-2018	Aspen Assay Library	3/26/2018	North Sea	Norway	48.0115372558435	0	1.0834840325055	0.0102908728899446	23.4057675480408	
Heidrun-2018	Aspen Assay Library	1/15/2018	North Sea	Norway	56.590208446456	0.537757726135282	32.1943977086278	2.71247588743975	25.3793056137012	
Mero-2016	Aspen Assay Library	3/23/2016	Latin America	Brazil	55.0347684361011	0.322081200883578	17.6566093953416	0.27	83.6044283054742	
Eagle Ford Chem Grade (Updated)-2017	Aspen Assay Library	10/25/2017	North America	United States of America	45.3719599759223	0.00542092333618164	0.875763369799517	0.00757628864302467	3.97562992228713	
Eagle Ford Gen Grade (Updated)-2017	Aspen Assay Library	10/25/2017	North America	United States of America	49.2176507805685	0.0890454359529125	1.96936102319555	0.0398625684789211	57.026328761312	
Mars blend-2017	Aspen Assay Library	1/1/2017	North America	United States of America	54.7350082250771	1.89299417780547	9.31423144691382	0.359243869236729	63.8500044776147	
Hungo-2017	Aspen Assay Library	2/10/2017	West Africa	Angola	54.7328330233134	0.588690037613218	9.94557153165857	0.454304769671307	72.3237030799454	
Grane-2017	Aspen Assay Library	10/9/2017	North Sea	Norway	55.2981882966354	0.643269302311201	9.69838918134187	0.964915516015567	67.4676043793706	
Volve-2015	Aspen Assay Library	1/1/2015	North Sea	Norway	54.7100678495578	1.78173945984501	7.86593173499855	0.149899071505198	65.7418047223338	
Handil-2010	Aspen Assay Library	1/1/2010	Asia	Indonesia	53.9376386757136	0.0790112929623678	4.22990964831436	0.299975266621403	84.0188806997167	
Flotta-2010	Aspen Assay Library	1/1/2010	North Sea	United Kingdom	53.7868022983742	1.07003248421466	5.22117111483545	0.18	46.7496669724831	
Troll Blend-2018	Aspen Assay Library	6/11/2018	North Sea	Norway	52.8128714689034	0.176354047110581	3.17499826959925	0.60385749600469	45.1937775229126	
Snohvit condensate-2018	Aspen Assay Library	8/24/2018	North Sea	Norway	45.2539011960547	0.00525091796128741	0.500264708682639	0.0172534406545114	-70.1539248437414	
Ormen Lange condensate-2018	Aspen Assay Library	4/17/2018	North Sea	Norway	45.5573674754541	0.00360243732258288	0.642343930508696	0.0195596586870342	-46.9820229811775	
Flotta-2016	Aspen Assay Library	6/24/2016	North Sea	United Kingdom	52.1664160290943	0.634010812572355	3.41094197276449	0.0568973748718151	73.0836941862226	
Djeno blend-2018	Aspen Assay Library	1/30/2018	West Africa	Congo	55.7757538359793	0.540068177952699	15.5404762351082	0.696076743667693	87.2221820334574	
Ormen Lange condensate-2015	Aspen Assay Library	9/2/2015	North Sea	Norway	45.7497798000185	0.00279966189903556	0.682547878047775	0.0217795661979369	-45.9922698228247	
Aasgard Blend (updated)-2012	Aspen Assay Library	09/18/2012	North Sea	Norway	48.8763151256382	0.160774967092272	1.10988770183163	0.0092349852103248	34.454102012816	
Asgard Blend (updated)-2018	Aspen Assay Library	3/26/2018	North Sea	Norway	48.746676562177	0.181104919553404	1.20870447780713	0.0111280762961075	29.5431785494833	
Grogon-2019	Aspen Assay Library	1/1/2019	Australia	Australia	47.724190528405	0.00830781540383606	0.920206417521924	0.0169140755501743	-36.8305694778827	
Culzean-2019	Aspen Assay Library	7/18/2019	North Sea	United Kingdom	48.755277344538	0.00682676494395407	1.31798956887155	0.0191233412908323	58.4760120189498	
Forties-2019	Aspen Assay Library	11/7/2019	North Sea	United Kingdom	51.1790750570086	0.664191876253757	2.41382598279902	0.07690691034398	59.1071954264027	
Gullfaks-2019	Aspen Assay Library	9/27/2019	North Sea	Norway	51.6863453888812	0.2141746985416	2.92412630644768	0.0819321904679604	58.4156768076066	
Harding-2019	Aspen Assay Library	2/20/2019	North Sea	United Kingdom	57.76844657165	0.562272563159722	34.8979457444031	1.12252231948029	32.9193245055424	
Johan Sverdrup-2019	Aspen Assay Library	2/6/2019	North Sea	Norway	55.4111379127863	0.827034085698595	10.9524395411389	0.285387627680429	71.4397714320596	
Schiehallion-2018	Aspen Assay Library	7/26/2018	North Sea	United Kingdom	56.4761312023507	0.461303513798719	17.3645882991069	0.289723258254425	57.6494252493128	
Troll Blend-2019	Aspen Assay Library	2/21/2019	North Sea	Norway	53.0485479880353	0.182089782136561	3.50821688236714	0.662251843772121	46.2915810344825	
Liza-2019	Aspen Assay Library	1/1/2019	Latin America	Guyana	53.8371309676582	0.510950045892348	7.41615205209811	0.215010239185405	70.6001224726348	
Poseidon-2017	Aspen Assay Library	3/1/2017	North America	United States of America	44.899408247421	1.83981481755604	9.52333682537952	0.446530902925427	82.8500180957704	
Southern Green Canyon Blend-2016	Aspen Assay Library	4/27/2016	North America	United States of America	55.1768859241511	2.24509217665383	12.8180141508617	0.0476945441897757	82.2904302410055	
Gindungo-2019	Aspen Assay Library	3/12/2019	North Africa		53.869186616348	0.576798247601866	6.18952669391341	0.37245965994203	70.2544391574916	
Gina Krog-2019	Aspen Assay Library	3/29/2019	North Sea	Norway	51.6249789135437	0.247738046287458	2.35679121597726	0.00709413310935318	62.7357001607829	
Aasta Hansteen-2019	Aspen Assay Library	7/1/2019	North Sea	Norway	51.2469549900272	0.0258925696152789	1.24681246068983	0.0143328348920192	-10.9962474131883	
Gindungo-2018	Aspen Assay Library	4/13/2018	North Africa		54.0473294414099	0.581781149021221	6.27474952710771	0.54	56.4776995043561	
Harding-2014	Aspen Assay Library	1/24/2014	North Sea	United Kingdom	57.5832757531502	0.531775564709819	36.4458299968273	1.72813788909687	43.1990571687649	
Azeri (Ceyhan)-2019	Aspen Assay Library	12/17/2019	Middle East	Azerbaijan	52.0401411143791	0.166523352668669	3.35559437589706	0.355263722575545	45.3177433108083	
Azeri Light-2019	Aspen Assay Library	2/21/2019	Middle East	Azerbaijan	52.8427315997469	0.147955613748668	3.1832915876196	0.265074386375855	53.1705231506292	
Banyu Urip-2020	Aspen Assay Library	6/18/2020	Asia	Indonesia	53.9248014048304	0.306083411635026	5.7060541610776	0.0481853711820983	89.4163031725059	
Bekapai-2016	Aspen Assay Library	3/1/2016	Asia	Indonesia	50.5447397505167	0.0577445099109388	1.97638473722076	0.151848887437828	55.2730056725848	
Duri-2012	Aspen Assay Library	6/7/2012	Asia	Indonesia	58.0888783617455	0.208845874783876	173.690347869709	0.949469907516219	83.7565472281693	
Handil-2016	Aspen Assay Library	3/1/2016	Asia	Indonesia	51.2814576539465	0.0586350237674778	1.8828728320008	0.104034303982958	61.6625230143492	
Senipah Condensate-2016	Aspen Assay Library	3/1/2016	Asia	Indonesia	48.2554761232595	0.0308545446705487	1.29871786496307	0.0214122028681685	25.1469347630268	
Shengli-1991	Aspen Assay Library	1/1/1991	Asia	China	56.480080544586	1.00435978101447	80.6685602774976	1.16	81.8070919830273	
Siberian Light-1995	Aspen Assay Library	9/1/1995	Asia	Russia	53.0496498600717	0.437823442800624	3.83711172163564	0.215735246546203	31.9526415071104	
Sokol-2020	Aspen Assay Library	6/18/2020	Asia	Russia	52.8986815940323	0.289916925546158	2.84127734232169	0.182314833438827	34.5146457760059	
Tapis Blend-2020	Aspen Assay Library	6/18/2020	Asia	Malaysia	50.7215157164245	0.0442423913404799	2.36683368192134	0.0400000000000003	74.8207667183277	
Terengganu-2020	Aspen Assay Library	6/18/2020	Asia	Malaysia	43.3205803312285	0.00215611947121454	0.508702290270965	0.252835951537012	-64.6477892823452	
Cossack-2016	Aspen Assay Library	10/5/2016	Australia	Australia	48.8885566316549	0.0307259060767967	1.35883847724508	0.0151560117152833	34.698643351576	
Gippsland-2020	Aspen Assay Library	6/18/2020	Australia	Australia	47.0460214822913	0.0445985932291904	1.25250129850896	0.0397116154305024	10.9855801668022	
Woollybutt-2020	Aspen Assay Library	6/18/2020	Australia	Australia	48.9636402262162	0.0178921753119057	1.33926532216068	0.0399341667298633	0.215858030954298	
Aasgard Blend (updated)-2020	Aspen Assay Library	8/26/2020	North Sea	Norway	49.1085125950572	0.180721846546035	1.11443595688746	0.15	29.3559014797344	
Alvheim Blend-2020	Aspen Assay Library	7/5/2020	North Sea	Norway	53.5657919052791	0.220703178871086	4.61609594312354	0.417443534928203	52.2960729062563	
Balder-2020	Aspen Assay Library	6/18/2020	North Sea	Norway	55.6549256177634	0.639890250086491	14.8104154861578	0.149923241343619	63.5381891167785	
Brent Blend-2020	Aspen Assay Library	6/18/2020	North Sea	United Kingdom	51.4859872926439	0.347869865967715	2.7204820872807	0.101126066430671	39.8685541865323	
Curlew-2020	Aspen Assay Library	6/18/2020	North Sea	United Kingdom	49.4319752780841	0.143072847142743	1.37075178886712	0.100946177868797	53.7066010566191	
Ekofisk-2016	Aspen Assay Library	6/2/2016	North Sea	Norway	51.6806936236844	0.215092698640343	3.1480301441573	0.0651485256546174	50.8239328145862	
Ekofisk-2020	Aspen Assay Library	6/20/2020	North Sea	Norway	51.6340172561614	0.208075977364653	3.50245522858777	0.149703537947062	48.030822721096	
Foinaven-2018	Aspen Assay Library	8/9/2018	North Sea	United Kingdom	55.9355037261302	0.396818232291432	17.3355289999615	0.147980657970122	50.5716333683126	
Gina Krog-2020	Aspen Assay Library	9/23/2020	North Sea	Norway	51.1196293550159	0.202343810846134	2.05674409260376	0.00600835870370825	57.4547993780549	
Grane-2021	Aspen Assay Library	1/4/2021	North Sea	Norway	54.3962776324556	0.569476803222819	6.97412506387626	0.787866672034405	65.2435295365877	
Gryphon-2018	Aspen Assay Library	12/18/2018	North Sea	United Kingdom	57.3048495759108	0.43568013420307	3.74207891237164	3.27883205226389	5.45200905908741	
Gudrun Blend-2020	Aspen Assay Library	2/13/2020	North Sea	Norway	46.867242780701	0.069707250078784	0.811867639683203	0.00755170581621573	24.8079128151081	
Jotun-2020	Aspen Assay Library	6/18/2020	North Sea	Norway	51.0124127938086	0.169319324728997	2.82180156457426	0.149677301084286	25.8349513768434	
Norne Blend-2020	Aspen Assay Library	8/16/2020	North Sea	Norway	53.8943032302293	0.237460070344308	5.88583395202407	0.137488765707902	77.2322085361434	
Skarv-2020	Aspen Assay Library	12/17/2020	North Sea	United Kingdom	47.9305084985741	5.63033954543383	1.05260704097239	0.0167401666085945	-1.83883795148073	
Statfjord-2010	Aspen Assay Library	2/1/2010	North Sea	Norway	51.5429947818273	0.219002225125864	2.69956915434078	0.0383617756992191	61.2382009958139	
Statfjord Blend-2020	Aspen Assay Library	6/18/2020	North Sea	Norway	51.508657824413	0.203315878363803	3.14455324257411	0.149708305850502	35.0089985861615	
Troll Blend-2020	Aspen Assay Library	5/28/2020	North Sea	Norway	52.106664525781	0.174989344249534	3.02078042979801	0.336562384507361	49.5617882497172	
Troll Blend (Simulated)-2020	Aspen Assay Library	7/16/2020	North Sea	Norway	52.0785093045594	0.152021176241646	2.40343781039403	0.51643330628072	39.4821162462968	
Escalante-1995	Aspen Assay Library	4/17/1995	Latin America	Argentina	56.6804155108057	0.202133330763946	109.808806362753	0.56	30.0367519485086	
Galeota Mix-2018	Aspen Assay Library	12/14/2018	Latin America	Trinidad and Tobago	52.5789027628686	0.236331806266798	2.74777176017102	0.313980142005878	46.2632068073746	
Lapa-2018	Aspen Assay Library	10/8/2018	Latin America	Brazil	57.1489010958299	0.56959983763496	21.6272261683819	0.0838367302168272	99.8076528140756	
Liza-2020	Aspen Assay Library	5/4/2020	Latin America	Guyana	53.8640125843472	0.585756947182207	7.33665046850946	0.235634165134316	72.5862758845339	
Medanito-2012	Aspen Assay Library	9/10/2012	Latin America	Argentina	53.4584110440721	0.471374286447435	6.03956858994451	35.5650610269298	74.4596255583778	
Mero-2019	Aspen Assay Library	7/1/2019	Latin America	Brazil	54.991346839623	0.324496715838767	40.1037627316892	0.174503586358796	79.0273458005748	
Alaskan North Slope-2018	Aspen Assay Library	4/10/2018	North America	United States of America	53.4265409805208	0.912605841370075	4.41598525402826	0.193613098113834	73.025160181254	
Alaskan North Slope-2017	Aspen Assay Library	1/1/2017	North America	United States of America	53.7063809626503	0.959601651623757	6.63527110055051	0.199952867952624	37.4889361140665	
Cold Lake Blend-2020	Aspen Assay Library	6/18/2020	North America	Canada	58.112533021147	3.81772273907805	87.3630178444727	0.422411133020637	40.4172368472896	
Eagle Ford Chem Grade*-2018	Aspen Assay Library	12/21/2018	North America	United States of America	46.0638299139584	0.00763396147616172	0.821940536136114	0.0258411938796207	11.843796578249	
Hebron-2018	Aspen Assay Library	10/24/2018	North America	Canada	58.1232170396785	0.791546999586846	85.9189584866366	1.11720673939478	89.5128182194543	
Hibernia-2016	Aspen Assay Library	6/1/2016	North America	Canada	53.2917762231345	0.558611784788286	5.02871510023359	0.0881729193482804	70.7064720715821	
HOOPS Blend-2020	Aspen Assay Library	6/18/2020	North America	United States of America	52.9660743765626	1.14910902109983	4.18898686177219	0.302260414930845	35.2328695006257	
Kearl-2020	Aspen Assay Library	6/18/2020	North America	Canada	57.982669916751	3.85479872491508	31.1336961795787	0.422422004180849	40.265882110899	
Sable Island-2020	Aspen Assay Library	6/18/2020	North America	Canada	45.8035415477817	0.00243916209896542	0.55474083368193	0.422217897808591	-89.9350322169832	
Terra Nova-2020	Aspen Assay Library	6/18/2020	North America	Canada	53.1980241947259	0.524956887652106	5.36055911242761	0.422358895608093	72.8054461890447	
Thunder Horse-2019	Aspen Assay Library	10/13/2019	North America	United States of America	53.3528547584212	0.816936534402886	5.22022062786292	0.0424334161710206	83.2627046229322	
Basrah Light-2017	Aspen Assay Library	3/14/2017	Middle East	Iraq	53.9838271404257	2.63278599012139	6.10054253194949	0.0655874615967433	67.2670399327168	
Das Blend-2016	Aspen Assay Library	3/21/2016	Middle East	United Arab Emirates	51.6298234008311	1.17999514720177	2.68536282699998	0.0766980479515889	49.9243741063057	
Murban-2015	Aspen Assay Library	2/19/2015	Middle East	United Arab Emirates	51.2351917097357	0.727817586275337	2.60243738200166	0.0350305779869481	42.7795940879145	
Oman Export-2016	Aspen Assay Library	9/20/2016	Middle East	Oman	54.0834055718623	1.40879700460443	9.40079080372164	0.498199064473137	62.8720698632779	
Upper Zakum-2017	Aspen Assay Library	1/1/2017	Middle East	Abu Dhabi	53.1887745663385	1.7440169226953	6.49031425465737	0.0962106823543203	39.7302180575864	
El Sharara-2018	Aspen Assay Library	3/22/2018	North Africa	Libya	50.6091047691405	0.079402359923868	2.02047865359592	0.0173447384334926	38.1506860036759	
Es Sider-2018	Aspen Assay Library	10/16/2018	North Africa	Libya	52.4951757536966	0.379855143007957	4.26757957537827	0.161674412600469	78.9020743775267	
Akpo Blend-2015	Aspen Assay Library	2/9/2015	West Africa	Nigeria	49.6504913078141	0.0726060635901824	2.79005573939328	0.0933266286614005	59.1492368703099	
Amenam Blend-2018	Aspen Assay Library	9/20/2018	West Africa	Nigeria	51.5801967329059	0.0981839895809763	2.37625732803738	0.251542348195794	65.6000292129668	
Brass River-2012	Aspen Assay Library	8/1/2012	West Africa	Nigeria	51.2702116537097	0.179096751987283	2.05253584713539	0.229711938293562	57.4078734853914	
Clov Blend-2016	Aspen Assay Library	12/30/2016	West Africa	Angola	54.2050296376597	0.253881620516566	5.74288849926628	0.409743436410347	56.1630830411472	
Dalia-2018	Aspen Assay Library	7/28/2018	West Africa	Angola	57.0093729759884	0.510793356563106	28.0557565140752	1.28007394157264	54.939604078944	
Doba Blend-2020	Aspen Assay Library	6/18/2020	North Africa	Chad	55.1199763460531	0.0687686766791036	31.1183230042844	5.17997850156627	98.6196010797242	
Ebok-2020	Aspen Assay Library	6/18/2020	West Africa	Nigeria	58.3292429048034	0.39632383395318	108.417239532914	0.15297489373442	37.2357631644519	
Erha-2020	Aspen Assay Library	6/18/2020	West Africa	Nigeria	52.9190661883467	0.170032074176536	3.38178360110815	0.152862872639222	38.0971112473761	
Girassol-2020	Aspen Assay Library	6/18/2020	West Africa	Angola	54.5694529328181	0.345311698094045	9.61056729479427	0.669938985278871	51.545336750171	
Hungo-2020	Aspen Assay Library	5/23/2020	West Africa	Angola	54.9241073828435	0.652173455169579	10.3463480004917	0.396255391330227	61.7549264032971	
Kissanje Blend-2018	Aspen Assay Library	7/3/2018	West Africa	Angola	54.710280792154	0.374648974217012	9.15328305448501	0.425817739317407	72.2842887828328	
Mondo-2020	Aspen Assay Library	6/18/2020	West Africa	Angola	55.4527467657706	0.447199988204637	19.5546314295201	0.669862475943276	38.1028897907189	
Oso Condensate-2020	Aspen Assay Library	6/18/2020	West Africa	Nigeria	48.9266831509974	0.0296250607883878	1.27707759978745	0.152545924594317	48.9611127272965	
Pazflor-2020	Aspen Assay Library	6/18/2020	West Africa	Angola	56.5139236101858	0.40341824469967	22.2969089420699	0.669970497972855	40.5163651346326	
Plutonio Blend-2018	Aspen Assay Library	8/18/2018	West Africa	Angola	53.7784537965898	0.3862234919297	7.31979322178094	0.13301322710971	84.9108536236821	
Qua Iboe-2016	Aspen Assay Library	1/1/2016	West Africa	Nigeria	51.9645378103062	0.100502667180463	3.06067436013983	0.251237943207358	63.2043475976748	
Rabi Light-2016	Aspen Assay Library	7/25/2016	West Africa	Gabon	53.4112294225277	0.141651365091146	10.0379143254232	0.0779544047050968	94.0699243000876	
Saturno Blend-2019	Aspen Assay Library	7/22/2019	West Africa	Angola	54.1268798957966	0.81005703149632	14.4349999237237	0.393596495225463	77.0185692498878	
Saxi Batuque-2020	Aspen Assay Library	6/18/2020	West Africa	Angola	53.0651698041511	0.326512247839665	5.1433525214048	0.669999999999999	49.3783945767813	
Usan-2020	Aspen Assay Library	6/18/2020	West Africa	Nigeria	54.8454658640211	0.273061950034	4.83179061472176	0.152887599513172	37.7945690944015	
Zafiro Blend-2020	Aspen Assay Library	6/18/2020	West Africa	Equatorial Guinea	54.5097445311097	0.254363111093279	4.99311984262686	1.41991945697647	34.9233641701545	
N'Kossa-2017	Aspen Assay Library	8/25/2017	West Africa	Congo	50.6510673315596	0.0412752210131809	2.63558433574318	0.0445810557345608	66.3502392518733	
Azeri (Ceyhan)-2020	Aspen Assay Library	11/23/2020	Middle East	Azerbaijan	52.0021795366855	0.171335908352098	3.32006253470015	0.448526562064778	45.0819626550785	
Azeri Light-2017	Aspen Assay Library	10/16/2017	Middle East	Azerbaijan	52.3606924284423	0.151651246824772	3.77706471427753	0.25488524339521	53.0137707549963	
Ichthys Condensate-2019	Aspen Assay Library	4/25/2019	Australia	Australia	49.0535970028122	0.0073444920278318	1.52522232407983	0.0382686236720088	45.4513946712547	
Kutubu-2020	Aspen Assay Library	6/18/2020	Australia	Papua New Guinea	48.2987444797727	0.0212896029196019	0.967374793223359	0.0295876135227472	24.7910396994656	
Gorgon-2020	Aspen Assay Library	6/18/2020	Australia	Australia	47.72419052829	0.00830781539948477	0.920206417521827	0.0169140755503931	-36.8305694705745	
Alaskan North Slope-2010	Aspen Assay Library	12/04/2010	North America	United States of America	43.6737863097519	0.541209879433643	1.13455837742074	0.0802160685125186	16.7493275984458	
Alaskan North Slope-2015	Aspen Assay Library	7/27/2015	North America	United States of America	53.7749144342856	0.969041929916146	4.4999801577531	0.0963331975898568	71.2135295340183	
Alvheim Blend-2013	Aspen Assay Library	9/5/2013	North Sea	Norway	52.9952285434559	0.170929969170554	4.47955346515369	0.0768708865754815	61.288054810338	
Azeri Light-2015	Aspen Assay Library	7/2/2015	Middle East	Azerbaijan	52.8729168123	0.142319825203395	4.78222397403972	0.288938318867077	63.66774460585	
Balder-2015	Aspen Assay Library	1/1/2015	North Sea	Norway	55.6506356509952	0.582393690814897	14.5521570848739	1.20190351754395	146.26883609769	
Dalia-2015	Aspen Assay Library	3/9/2015	West Africa	Angola	57.1544150748205	0.508208414040786	29.7089838279022	0.622904574861688	55.1593788278523	
Galeota Mix-2015	Aspen Assay Library	6/12/2015	Latin America	Trinidad and Tobago	51.8671401080999	0.206591731885654	2.27040872072226	0.322856969337636	22.7100744061557	
Gudrun Blend-2016	Aspen Assay Library	2/25/2016	North Sea	Norway	48.6949592462941	0.0926045266149378	1.23108333362476	0.00657166716794237	31.3278354293135	
